72184-1-entrytone|ᎠᏧᏣ|Achű:ja.|Boy
72988-1-vthirdpasttone|ᎤᏩᏕᏯᏍᏔᏅᎢ|Ù:wa:děystanv̌:ɂi.|He did turn it (He did...a while ago)
72988-1-vthirdprestone|ᎦᏕᏯᏍᏗᏍᎪᎢ|Ga:děysdi:sgó:ɂi.|He is usually turning it (He usually...)
72989-1-entrytone|ᎦᏗᎨᏂ|Gà:di:ge̋:ni.|His heel
72989-1-nounadjpluraltone|ᏗᎦᏗᎨᏂ|Digà:di:ge̋:ni.|His heel (plural)
72990-1-entrytone|ᎦᏗᏆᎸᏕᏯᏍᏗᎭ|Ga:dí:gwalv:děysdiha.|He is spinning it
72990-1-vfirstprestone|ᏥᏗᏆᎸᏕᏯᏍᏗᎭ|Ji:dí:gwalv:děysdiha.|I am spinning it (I am...)
72990-1-vsecondimpertone|ᎯᏗᏆᎸᏕᏯᏍᏓ|Hi:dì:gwalv:děysda.|Let you be spinning it (Let you...)
72990-1-vthirdinftone|ᎤᏩᏗᏆᎸᏕᏯᏍᏙᏗ|Uwa:dì:gwalv:děysdohdi.|For him to be spinning it (For him to...)
72990-1-vthirdpasttone|ᎤᏩᏗᏆᎸᏕᏯᏍᏔᏅᎢ|Ù:wa:dí:gwalv:děystanv̌:ɂi.|He did spinn it (He did...a while ago)
72990-1-vthirdprestone|ᎦᏗᏆᎸᏕᏯᏍᏗᏍᎪᎢ|Ga:dí:gwalv:děysdi:sgó:ɂi.|He is usually spinning it (He usually...)
72991-1-entrytone|ᎦᏠᎯᎭ|Gá:dlo:híha.|He is strapping it
72991-1-vfirstprestone|ᏥᏠᎯᎭ|Jí:dlo:híha.|I am strapping it (I am...)
72991-1-vsecondimpertone|ᎯᏠᎦ|Hì:dlǒ:ga.|Let you be strapping it (Let you...)
72991-1-vthirdinftone|ᎤᏩᏠᏍᏗ|Uwà:dlǒ:sdi.|For him to be strapping it (For him to...)
72991-1-vthirdpasttone|ᎤᏩᏠᏢᎢ|Ù:wá:dlo:hlv̌:ɂi.|He did strapp it (He did...a while ago)
72991-1-vthirdprestone|ᎦᏠᎯᎰᎢ|Gá:dlo:hihó:ɂi.|He is usually strapping it (He usually...)
72992-1-entrytone|ᎦᏙ|Gadò.|What (a verb reply expected)
72993-1-entrytone|ᎦᏙᎦ|Gadô:ga.|He is standing
72993-1-vfirstprestone|ᏥᏙᎦ|Jidô:ga.|I am standing (I am...)
72993-1-vsecondimpertone|ᎯᏙᎨᏍᏗ|Hidô:gé:sdi.|Let you be standing (Let you...)
72993-1-vthirdprestone|ᎦᏙᎪᎢ|Gadô:gó:ɂi.|He is usually standing (He usually...)
72994-1-entrytone|ᎦᏙᎯ|Ga:dő:hi.|On the ground
72995-1-entrytone|ᎦᏙᎲ|Gadò:hv́.|Why
72996-1-entrytone|ᎦᏙᎵᎦ|Ga:dǒ:lî:ga.|He is pitying him
72996-1-vfirstprestone|ᏥᏯᏙᎵᎦ|Ji:ya:dǒ:lî:ga.|I am pitying him (I am...)
72996-1-vsecondimpertone|ᎯᏯᏙᎵᎩ|Hi:ya:do:lì:gi.|Let you be pitying him (Let you...)
72996-1-vthirdinftone|ᎤᏩᏙᎵᏍᏗ|Uwa:do:lísdi.|For him to be pitying him (For him to...)
72996-1-vthirdpasttone|ᎤᏩᏙᎵᏨᎢ|Ù:wa:dǒ:lî:jv̌:ɂi.|He did pity him (He did...a while ago)
72996-1-vthirdprestone|ᎦᏙᎵᎪᎢ|Ga:dǒ:lî:gó:ɂi.|He is usually pitying him (He usually...)
72997-1-entrytone|ᎦᏙᏅᏗᎭ|Gadóhndíha.|He is dropping him, it (flexible)
72997-1-vfirstprestone|ᏥᏯᏙᏅᏗᎭ|Ji:yadónhdíha.|I am dropping him, it (flexible) (I am...)
72997-2-vfirstprestone|ᎦᏙᏅᏗᎭ|Gadónhdíha.|I am dropping him, it (flexible) (I am...)
72997-1-vsecondimpertone|ᎯᏯᏙᏅᏓ|Hi:yadònhda.|Let you be dropping him, it (flexible) (Let you...)
72997-2-vsecondimpertone|ᎭᏙᏅᏓ|Hadònhda.|Let you be dropping him, it (flexible) (Let you...)
72997-1-vthirdinftone|ᎤᏙᏅᏙᏗ|U:dònhdóhdi.|For him to be dropping him, it (flexible) (For him to...)
72997-1-vthirdpasttone|ᎤᏙᏅᏔᏅᎢ|Ù:dónhtánv́:ɂi.|He did dropp him, it (flexible) (He did...a while ago)
72997-1-vthirdprestone|ᎦᏙᏅᏗᏍᎪᎢ|Gadónhdǐ:sgóɂi.|He is usually dropping him, it (flexible) (He usually...)
72998-1-entrytone|ᎦᏙᏍᎦ|Gadósga.|It (a flexible object) is falling from a hanging position
72998-1-vfirstprestone|ᎦᏙᏍᎦ|Gadósga.|It (a flexible object) is falling from a hanging position (I am...)
72998-1-vsecondimpertone|ᎭᏙᎯ|Hadò:hi.|It (a flexible object) is falling from a hanging position (Let you...)
72998-1-vthirdinftone|ᎤᏙᎯᏍᏗ|U:dò:hísdi.|It (a flexible object) is falling from a hanging position (For him to...)
72998-1-vthirdpasttone|ᎤᏙᏒᎢ|Ù:dósv̌:ɂi.|It (a flexible object) is falling from a hanging position (He did...a while ago)
72998-1-vthirdprestone|ᎦᏙᏍᎪᎢ|Gadósgó:ɂi.|It (a flexible object) is falling from a hanging position (He usually...)
72999-1-entrytone|ᎦᏙ ᎤᏍᏗ|Gadō ű:sdi.|Which
72999-1-nounadjpluraltone|ᎦᏙ ᏧᏍᏗ|Gadō jű:sdi.|Which (plural)
72999-2-nounadjpluraltone|ᎦᏙ ᎤᎾᏍᏗ|Gadō ű:nsdi.|Which (plural)
73000-1-entrytone|ᎦᏙ ᎤᏍᏗ|Gadō u:sdi.|What (a noun or infinitive reply expected)
73001-1-entrytone|ᎦᏚ|Ga̋:du.|Bread
73002-1-entrytone|ᎦᏚ|Gadú.|On top
73003-1-entrytone|ᎦᏚᎩ|Ga:dú:gi.|Cooperative labor (involving a community)
73004-1-entrytone|ᎦᏚᎲᎢ|Ga:dú:hv̋:ɂi.|Town
73005-1-entrytone|ᎦᏚᎲᏍᎦ|Gá:du:hv́sga.|He is baking it
73005-1-vfirstprestone|ᏥᏚᎲᏍᎦ|Jí:du:hv́sga.|I am baking it (I am...)
73005-1-vsecondimpertone|ᎯᏚᎲᎦ|Hì:du:hv̀:ga.|Let you be baking it (Let you...)
73005-1-vthirdinftone|ᎤᏩᏘᏗ|U:wà:tdi.|For him to be baking it (For him to...)
73005-1-vthirdpasttone|ᎤᏩᏚᏅᎢ|Ù:wá:du:hnv̌:ɂi.|He did bak it (He did...a while ago)
73005-1-vthirdprestone|ᎦᏚᎲᏍᎪᎢ|Gá:du:hvsgó:ɂi.|He is usually baking it (He usually...)
73006-1-entrytone|ᎦᏚᎵᏓ|Gà:du:li̋:da.|Wet
73007-1-entrytone|ᎦᏚᏏ|Gadű:si.|Hill
73008-1-entrytone|ᎦᏚ ᎤᎦᎾᏍᏓ|Gá:dū u:gana̋:sda.|Cake
73009-1-entrytone|ᎦᏛᎥᏍᎦ|Gadv́:ɂvsga.|He is hanging up a flexible object
73009-1-vfirstprestone|ᏥᏯᏛᎥᏍᎦ|Ji:yadv́:ɂvsga.|I am hanging up a flexible object (I am...)
73009-2-vfirstprestone|ᎦᏛᎥᏍᎦ|Gadv́:ɂvsga.|I am hanging up a flexible object (I am...)
73009-1-vsecondimpertone|ᎭᏛᎥᎦ|Hadvɂv̀:ga.|Let you be hanging up a flexible object (Let you...)
73009-1-vthirdinftone|ᎤᏛᏗ|U:dv̀:di.|For him to be hanging up a flexible object (For him to...)
73009-1-vthirdpasttone|ᎤᏛᏅᎢ|Ù:dv́:nv̌:ɂi.|He did hang up a flexible object (He did...a while ago)
73009-1-vthirdprestone|ᎦᏛᎥᏍᎪᎢ|Gadv́:ɂvsgó:ɂi.|He is usually hanging up a flexible object (He usually...)
73010-1-entrytone|ᎦᎦᎹ|Gǎ:gáma.|Cucumber
73011-1-entrytone|ᎦᎦᏪᏍᏗ|Ga:gawě:sdi.|Paddle, oar
73011-1-nounadjpluraltone|ᏗᎦᎦᏪᏍᏗ|Diga:gawě:sdi.|Paddle, oar (plural)
73012-1-entrytone|ᎦᎦᏪᏍᎦ|Ga:gawě:sga.|He is rowing, paddling
73012-1-vfirstprestone|ᏥᎦᏪᏍᎦ|Ji:gawé:sga.|I am rowing, paddling (I am...)
73012-1-vsecondimpertone|ᎯᎦᏪᎯ|Hi:gawě:hi.|Let you be rowing, paddling (Let you...)
73012-1-vthirdinftone|ᎤᏩᎦᏪᏍᏗ|Uwa:gawě:sdi.|For him to be rowing, paddling (For him to...)
73012-1-vthirdpasttone|ᎤᏩᎦᏪᏒᎢ|Ù:wa:gawě:sv́:ɂi.|He did row, paddling (He did...a while ago)
73012-1-vthirdprestone|ᎦᎦᏪᏍᎪᎢ|Ga:gawě:sgóɂi.|He is usually rowing, paddling (He usually...)
73013-1-entrytone|ᎦᎨᏓ|Ga:ge̋:da.|Heavy
73013-1-nounadjpluraltone|ᏗᏂᎨᏓ|Di:ni:ge̋:da.|Heavy (plural)
73013-2-nounadjpluraltone|ᏗᎦᎨᏓ|Diga:ge̋:da.|Heavy (plural)
73014-1-entrytone|ᎦᎩ|Gâ:gí.|Who (used only with echo questions)
73015-1-entrytone|ᎦᎪ|Gá:gō.|Who
73016-1-entrytone|ᎦᏆᏘᏗ|Gá:gwatdi.|Wheel
73016-1-nounadjpluraltone|ᏗᎦᏆᏘᏗ|Digá:gwatdi.|Wheel (plural)
73017-1-entrytone|ᎦᏆᏲᎯᎭ|Ga:gwayo:híha.|He is pecking it
73017-1-vfirstprestone|ᏥᏯᏆᏲᎢᎭ|Ji:ya:gwayoɂíha.|I am pecking it (I am...)
73017-2-vfirstprestone|ᏥᏆᏲᎢᎭ|Ji:gwayoɂíha.|I am pecking it (I am...)
73017-1-vsecondimpertone|ᎯᏯᏆᏲᎠ|Hi:ya:gwayoɂa.|Let you be pecking it (Let you...)
73017-2-vsecondimpertone|ᎯᏆᏲᎭ|Hi:gwayǒ:ha.|Let you be pecking it (Let you...)
73017-1-vthirdinftone|ᎤᏩᏆᏲᏍᏗ|Uwa:gwayo:sdi.|For him to be pecking it (For him to...)
73017-1-vthirdpasttone|ᎤᏩᏆᏲᏢᎢ|Ù:wa:gwayo:hlv̌:ɂi.|He did peck it (He did...a while ago)
73017-1-vthirdprestone|ᎦᏆᏲᎯᎰᎢ|Ga:gwayo:hihó:ɂi.|He is usually pecking it (He usually...)
73018-1-entrytone|ᎦᎭᏘᏗ|Ga:hatdi.|Wedge
73018-1-nounadjpluraltone|ᏗᎦᎭᏘᏗ|Diga:hatdi.|Wedge (plural)
73019-1-entrytone|ᎦᎵᏗᎭ|Gahldíha.|He is putting it into a container
73019-1-vfirstprestone|ᏥᎶᏗᎭ|Jilò:díha.|I am putting it into a container (I am...)
73019-1-vsecondimpertone|ᎯᎵᏓ|Hihlda.|Let you be putting it into a container (Let you...)
73019-1-vthirdinftone|ᎤᎵᏙᏗ|Uhldóhdi.|For him to be putting it into a container (For him to...)
73019-1-vthirdpasttone|ᎤᎵᏔᏅᎢ|Ùhltanv́:ɂi.|He did putt it into a container (He did...a while ago)
73019-1-vthirdprestone|ᎦᎵᏗᏍᎪᎢ|Gahldǐ:sgóɂi.|He is usually putting it into a container (He usually...)
73020-1-entrytone|ᎦᎵᏙᏗ|Gáhldohdi.|Container
73020-1-nounadjpluraltone|ᏗᎦᎵᏙᏗ|Digáhldohdi.|Container (plural)
73021-1-entrytone|ᎦᎵᏉᎩ|Gahlgwǒ:gi.|Seven
73022-1-entrytone|ᎦᎵᏉᎩᏁᎢ|Gahlgwo:gi:ne̋:ɂi.|Seventh
73023-1-entrytone|ᎦᏟᏓ|Gá:hlida.|Arrow
73023-1-nounadjpluraltone|ᏗᎦᏟᏓ|Digá:hlida.|Arrow (plural)
73024-1-entrytone|ᎦᏟᎭ|Gahlíha.|He is sleeping
73024-1-vfirstprestone|ᏥᎵᎭ|Jiɂlíha.|I am sleeping (I am...)
73024-1-vsecondimpertone|ᎯᏢᎾ|Hihlv̌:na.|Let you be sleeping (Let you...)
73024-1-vthirdinftone|ᎤᏢᏅᏗ|U:hlvnhdi.|For him to be sleeping (For him to...)
73024-1-vthirdprestone|ᎦᏟᎰᎢ|Gahlihó:ɂi.|He is usually sleeping (He usually...)
73025-1-entrytone|ᎦᏟᏏᎭ|Gá:hli:síha.|He is gathering it
73025-1-vfirstprestone|ᏥᏟᏏᎭ|Jí:hli:síha.|I am gathering it (I am...)
73025-1-vsecondimpertone|ᎯᏟᏌ|Hì:hlǐ:sa.|Let you be gathering it (Let you...)
73025-1-vthirdinftone|ᎤᏩᏟᏐᏗ|Uwà:hlǐ:sóhdi.|For him to be gathering it (For him to...)
73025-1-vthirdpasttone|ᎤᏩᏟᏌᏅᎢ|Ù:wá:hli:sahnv̌:ɂi.|He did gather it (He did...a while ago)
73025-1-vthirdprestone|ᎦᏟᏏᏍᎪᎢ|Gá:hli:sǐ:sgóɂi.|He is usually gathering it (He usually...)
73026-1-entrytone|ᎦᎵᏣᏗ|Gahljaɂdi.|Bow
73026-1-nounadjpluraltone|ᏗᎦᎵᏣᏗ|Digahljaɂdi.|Bow (plural)
73027-1-entrytone|ᎦᎵᏦᏕ|Gahljǒ:de.|House
73028-1-entrytone|ᎦᎵᏦᏛᏙᏗ|Gahljó:tdohdi.|Roofing
73029-1-entrytone|ᎦᎵᏦᏛᎢ|Gahljo:tv̋:ɂi.|Tent
73029-1-nounadjpluraltone|ᏕᎦᎵᏦᏛᎢ|De:gáhljo:tv̋:ɂi.|Tent (plural)
73030-1-entrytone|ᎦᏡᏍᎦ|Gá:hlusga.|He is piling it up
73030-1-vfirstprestone|ᏥᏡᏍᎦ|Jí:hlusga.|I am piling it up (I am...)
73030-1-vsecondimpertone|ᎯᏡᎦ|Hì:hlù:ga.|Let you be piling it up (Let you...)
73030-1-vthirdinftone|ᎤᏩᏡᏍᏗ|Uwà:hlúsdi.|For him to be piling it up (For him to...)
73030-1-vthirdpasttone|ᎤᏩᏡᏅᎢ|Ù:wá:hlunv̌:ɂi.|He did pil it up (He did...a while ago)
73030-1-vthirdprestone|ᎦᏡᏍᎪᎢ|Gá:hlusgó:ɂi.|He is usually piling it up (He usually...)
73031-1-entrytone|ᎦᏢᎢᎭ|Gahlv́:ɂiha.|He is tying him, it up
73031-1-vfirstprestone|ᏥᏯᎸᎢᎭ|Ji:yaɂlv́:ɂiha.|I am tying him, it up (I am...)
73031-2-vfirstprestone|ᎦᎸᎢᎭ|Gaɂlv́:ɂiha.|I am tying him, it up (I am...)
73031-1-vsecondimpertone|ᎯᏯᎸᏣ|Hi:yaɂlv̌:ja.|Let you be tying him, it up (Let you...)
73031-2-vsecondimpertone|ᎭᏢᏣ|Hahlv̌:ja.|Let you be tying him, it up (Let you...)
73031-1-vthirdinftone|ᎤᏢᏍᏗ|U:hlv̀:sdi.|For him to be tying him, it up (For him to...)
73031-1-vthirdpasttone|ᎤᏢᎸᎢ|Ù:hlv́:lv̌:ɂi.|He did ty him, it up (He did...a while ago)
73031-1-vthirdprestone|ᎦᏢᎢᎰᎢ|Gahlv́:ɂihó:ɂi.|He is usually tying him, it up (He usually...)
73032-1-entrytone|ᎦᏢᏍᎦ|Gahlv́sga.|He is putting it in a hole or a container
73032-1-vfirstprestone|ᏥᎸᏍᎦ|Jiɂlv́sga.|I am putting it in a hole or a container (I am...)
73032-1-vsecondimpertone|ᎯᏢᎦ|Hihlv̀:ga.|Let you be putting it in a hole or a container (Let you...)
73032-1-vthirdinftone|ᎤᎵᏗ|Uhldi.|For him to be putting it in a hole or a container (For him to...)
73032-1-vthirdpasttone|ᎤᏝᏅᎢ|Ù:hlanv́:ɂi.|He did putt it in a hole or a container (He did...a while ago)
73032-1-vthirdprestone|ᎦᏢᏍᎪᎢ|Gahlv́sgóɂi.|He is usually putting it in a hole or a container (He usually...)
73033-1-entrytone|ᎦᏢᏍᎦ|Gahlv:sga.|He is sleepy, he is going to sleep
73033-1-vfirstprestone|ᏥᎸᏍᎦ|Jiɂlv:sga.|I am sleepy, I am going to sleep (I am...)
73033-1-vsecondimpertone|ᎯᏢᎾ|Hihlv̌:na.|Let you be sleepy, Let you be going to sleep (Let you...)
73033-1-vthirdinftone|ᎤᏢᏅᏗ|U:hlvnhdi.|For him to be sleepy, For him to be going to sleep (For him to...)
73033-1-vthirdpasttone|ᎤᏢᏅᎢ|Ù:hlv:hnv̌:ɂi.|A while ago he did sleepy, He did go to sleep (He did...a while ago)
73033-1-vthirdprestone|ᎦᏢᏍᎪᎢ|Gahlv:sgó:ɂi.|He is usually sleepy, he is usually going to sleep (He usually...)
73034-1-entrytone|ᎦᏁᎦ|Gahné:ga.|He is taking a flexible object somewhere by hand
73034-1-vfirstprestone|ᏥᏁᎦ|Jiɂné:ga.|I am taking a flexible object somewhere by hand (I am...)
73034-1-vsecondimpertone|ᎯᏄᎦ|Hihnù:ga.|Let you be taking a flexible object somewhere by hand (Let you...)
73034-1-vthirdinftone|ᎤᏅᏍᏗ|U:hnv̀:sdi.|For him to be taking a flexible object somewhere by hand (For him to...)
73034-1-vthirdpasttone|ᎤᏅᏒᎢ|Ù:hnv́:sv̌:ɂi.|He did tak a flexible object somewhere by hand (He did...a while ago)
73034-1-vthirdprestone|ᎦᏁᎪᎢ|Gahné:gó:ɂi.|He is usually taking a flexible object somewhere by hand (He usually...)
73035-1-entrytone|ᎦᏁᎭ|Gahnéha.|He is holding a flexible object
73035-1-vfirstprestone|ᏥᏁᎭ|Jì:néha.|I am holding a flexible object (I am...)
73035-2-vfirstprestone|ᏥᏁᎭ|Jiɂnéha.|I am holding a flexible object (I am...)
73035-1-vsecondimpertone|ᎯᏁᎮᏍᏗ|Hihne:hé:sdi.|Let you be holding a flexible object (Let you...)
73035-1-vthirdprestone|ᎦᏁᎰᎢ|Gahne:hó:ɂi.|He is usually holding a flexible object (He usually...)
73036-1-entrytone|ᎦᏂᏙᎭ|Gahnǐ:dô:ha.|He is handling a flexible object
73036-1-vfirstprestone|ᏥᏂᏙᎭ|Jiɂnǐ:dô:ha.|I am handling a flexible object (I am...)
73036-1-vsecondimpertone|ᎯᏂᏓ|Hihnǐ:da.|Let you be handling a flexible object (Let you...)
73036-1-vthirdinftone|ᎤᏂᏓᏍᏗ|U:hnǐ:dâ:sdi.|For him to be handling a flexible object (For him to...)
73036-1-vthirdpasttone|ᎤᏂᏙᎸᎢ|Ù:hnǐ:dô:lv̌:ɂi.|He did handl a flexible object (He did...a while ago)
73036-1-vthirdprestone|ᎦᏂᏙᎰᎢ|Gahnǐ:dô:hó:ɂi.|He is usually handling a flexible object (He usually...)
73037-1-entrytone|ᎦᏯᏢᎢ|Ga:hyáɂdlv̋:ɂi.|Collar
73037-1-nounadjpluraltone|ᏕᎦᏯᏢᎢ|De:gá:hyáɂdlv̋:ɂi.|Collar (plural)
73038-1-entrytone|ᎦᏯᎱᎶ|Ga:hyahu:lo.|Saddle
73038-1-nounadjpluraltone|ᏗᎦᏯᎱᎶ|Diga:hyahu:lo.|Saddle (plural)
73039-1-entrytone|ᎦᏰᎠ|Ga:hyé:ɂa.|He is eating a flexible object
73039-1-vfirstprestone|ᏥᏯᏰᎠ|Ji:yà:yé:ɂa.|I am eating a flexible object (I am...)
73039-2-vfirstprestone|ᏥᏰᎠ|Jì:yé:ɂa.|I am eating a flexible object (I am...)
73039-1-vsecondimpertone|ᎯᏯᏯᎦ|Hi:yà:yaga.|Let you be eating a flexible object (Let you...)
73039-2-vsecondimpertone|ᎯᏯᎦ|Hi:hyaga.|Let you be eating a flexible object (Let you...)
73039-1-vthirdinftone|ᎤᏩᏰᏍᏗ|Uwa:hyè:sdi.|For him to be eating a flexible object (For him to...)
73039-1-vthirdpasttone|ᎤᏩᏯᎥᎢ|Ù:wa:hyá:ɂv̌:ɂi.|He did eat a flexible object (He did...a while ago)
73039-1-vthirdprestone|ᎦᏰᏍᎪᎢ|Ga:hyé:sgó:ɂi.|He is usually eating a flexible object (He usually...)
73040-1-entrytone|ᎦᏰᏍᏗ|Ga:hye̋:sdi.|Something flexible to eat
73040-1-nounadjpluraltone|ᏗᎦᏰᏍᏗ|Diga:hye̋:sdi.|Something flexible to eat (plural)
73041-1-entrytone|ᎦᏣᎦᎵᎭ|Ga:jagalíha.|He is ripping it
73041-1-vfirstprestone|ᏥᏣᎦᎵᎠ|Ji:jagalí:ɂa.|I am ripping it (I am...)
73041-1-vsecondimpertone|ᎯᏣᎦᎳ|Hi:jagala.|Let you be ripping it (Let you...)
73041-1-vthirdinftone|ᎤᏩᏣᎦᎸᏗ|Uwa:jagahldi.|For him to be ripping it (For him to...)
73041-1-vthirdpasttone|ᎤᏩᏣᎦᎸᎲᎢ|Ù:wa:jagalv:hv̌:ɂi.|He did ripp it (He did...a while ago)
73041-1-vthirdprestone|ᎦᏣᎦᎵᏍᎪᎢ|Ga:jagalǐ:sgóɂi.|He is usually ripping it (He usually...)
73042-1-entrytone|ᎦᏣᎵᎪᏍᎦ|Ga:jaligǒ:sga.|He is scratching him, it
73042-1-vfirstprestone|ᏥᏯᏣᎵᎪᏍᎦ|Ji:ya:jaligó:sga.|I am scratching him, it (I am...)
73042-2-vfirstprestone|ᏥᏣᎵᎪᏍᎦ|Ji:jaligó:sga.|I am scratching him, it (I am...)
73042-1-vsecondimpertone|ᎯᏯᏣᎵᎪᎳ|Hi:ya:jaligǒ:la.|Let you be scratching him, it (Let you...)
73042-2-vsecondimpertone|ᎯᏣᎵᎪᎳ|Hi:jaligǒ:la.|Let you be scratching him, it (Let you...)
73042-1-vthirdinftone|ᎤᏩᏣᎵᎪᏍᏗ|Uwa:jaligǒ:sdi.|For him to be scratching him, it (For him to...)
73042-1-vthirdpasttone|ᎤᏩᏣᎵᎪᏒᎢ|Ù:wa:jaligǒ:sv́:ɂi.|He did scratch him, it (He did...a while ago)
73042-1-vthirdprestone|ᎦᏣᎵᎪᏍᎪᎢ|Ga:jaligǒ:sgóɂi.|He is usually scratching him, it (He usually...)
73043-1-entrytone|ᎦᏣᏄᎵ|Ga:janű:li.|Fast
73044-1-entrytone|ᎦᏣᏲᎯᎭ|Ga:jayo:híha.|1. he is pricking him, it  2. he is giving him an injection
73044-1-vfirstprestone|ᏥᏯᏣᏲᎢᎭ|Ji:ya:jayoɂíha.|1. I am pricking him, it  2. I am giving him an injection (I am...)
73044-2-vfirstprestone|ᏥᏣᏲᎢᎭ|Ji:jayoɂíha.|1. I am pricking him, it  2. I am giving him an injection (I am...)
73044-1-vsecondimpertone|ᎯᏯᏣᏲᎠ|Hi:ya:jayoɂa.|1. Let you be pricking him, it  2. Let you be giving him an injection (Let you...)
73044-2-vsecondimpertone|ᎯᏣᏲᎭ|Hi:jayǒ:ha.|1. Let you be pricking him, it  2. Let you be giving him an injection (Let you...)
73044-1-vthirdinftone|ᎤᏩᏣᏲᏍᏗ|Uwa:jayo:sdi.|1. For him to be pricking him, it  2. For him to be giving him an injection (For him to...)
73044-1-vthirdpasttone|ᎤᏩᏣᏲᏢᎢ|Ù:wa:jayo:hlv̌:ɂi.|1. He did prick him, it  2. He did giv him an injection (He did...a while ago)
73044-1-vthirdprestone|ᎦᏣᏲᎯᎰᎢ|Ga:jayo:hihó:ɂi.|1. he is usually pricking him, it  2. he is usually giving him an injection (He usually...)
73045-1-entrytone|ᎦᏨᏩᏍᏗᎭ|Gá:jv:wâ:sdiha.|He is wringing it out
73045-1-vfirstprestone|ᏥᏨᏩᏍᏗᎭ|Jí:jv:wâ:sdiha.|I am wringing it out (I am...)
73045-1-vsecondimpertone|ᎯᏨᏩᏍᏓ|Hì:jv:wà:sda.|Let you be wringing it out (Let you...)
73045-1-vthirdinftone|ᎤᏩᏨᏩᏍᏙᏗ|Uwà:jv̌:wâ:sdohdi.|For him to be wringing it out (For him to...)
73045-1-vthirdpasttone|ᎤᏩᏨᏩᏍᏔᏅᎢ|Ù:wá:jv:wâ:stanv̌:ɂi.|He did wring it out (He did...a while ago)
73045-1-vthirdprestone|ᎦᏨᏩᏍᏗᏍᎪᎢ|Gá:jv:wâ:sdi:sgó:ɂi.|He is usually wringing it out (He usually...)
73046-1-entrytone|ᎦᏨᏯᏍᎦ|Ga:jv́ysga.|He is stinging it
73046-1-vfirstprestone|ᏥᏯᏨᏯᏍᎦ|Ji:ya:jv́ysga.|I am stinging it (I am...)
73046-1-vsecondimpertone|ᎯᏯᏨᏯ|Hi:ya:jv̀:hya.|Let you be stinging it (Let you...)
73046-1-vthirdinftone|ᎤᏩᏨᏯᏍᏗ|Uwa:jv̀ysdi.|For him to be stinging it (For him to...)
73046-1-vthirdpasttone|ᎤᏩᏨᏴᎢ|Ù:wa:jv́:hyv̌:ɂi.|He did sting it (He did...a while ago)
73046-1-vthirdprestone|ᎦᏨᏯᏍᎪᎢ|Ga:jv́ysgó:ɂi.|He is usually stinging it (He usually...)
73047-1-entrytone|ᎦᎧᎯᏯᎠ|Ga:kahi:yáɂa.|He is leaving a living thing behind
73047-1-vfirstprestone|ᏥᏯᎧᎯᏯᎠ|Ji:yà:kahi:yáɂa.|I am leaving a living thing behind (I am...)
73047-1-vsecondimpertone|ᎯᏯᎧᎯᏯ|Hi:yà:kahǐ:ya.|Let you be leaving a living thing behind (Let you...)
73047-1-vthirdinftone|ᎤᏩᎧᎯᏯᏍᏗ|U:wa:kahǐ:yâ:sdi.|For him to be leaving a living thing behind (For him to...)
73047-1-vthirdpasttone|ᎤᏩᎧᎯᏴᎢ|Ù:wa:kahí:yv̌:ɂi.|He did leav a living thing behind (He did...a while ago)
73047-1-vthirdprestone|ᎦᎧᎯᏯᏍᎪᎢ|Ga:kahi:yâ:sgó:ɂi.|He is usually leaving a living thing behind (He usually...)
73048-1-entrytone|ᎦᎧᏁᎭ|Ga:kâ:neha.|He is giving him a living thing
73048-1-vfirstprestone|ᏥᏯᎧᏁᎭ|Ji:yà:kâ:neha.|I am giving him a living thing (I am...)
73048-1-vsecondimpertone|ᎯᏯᎧᏏ|Hi:yà:kà:si.|Let you be giving him a living thing (Let you...)
73048-1-vthirdinftone|ᎤᏩᎧᏁᏗ|Uwa:kà:néhdi.|For him to be giving him a living thing (For him to...)
73048-1-vthirdpasttone|ᎤᏩᎧᏁᎸᎢ|Ù:wa:kâ:ne:lv̌:ɂi.|He did giv him a living thing (He did...a while ago)
73048-1-vthirdprestone|ᎦᎧᏁᎰᎢ|Ga:kâ:ne:hó:ɂi.|He is usually giving him a living thing (He usually...)
73049-1-entrytone|ᎦᎪᏗ|Gá:kohdi.|N. plant (potted plants, young trees, young garden plants)
73049-1-nounadjpluraltone|ᏗᎦᎪᏗ|Digá:kohdi.|N. plant (potted plants, young trees, young garden plants) (plural)
73050-1-entrytone|ᎦᏇᏅᏍᎦ|Ga:kwe:nv:sga.|He is wrapping him, it
73050-1-vfirstprestone|ᏥᏯᏇᏅᏍᎦ|Ji:yà:kwe:nv:sga.|I am wrapping him, it (I am...)
73050-2-vfirstprestone|ᏥᏇᏅᏍᎦ|Jì:kwe:nv:sga.|I am wrapping him, it (I am...)
73050-1-vsecondimpertone|ᎯᏯᏇᏅᎾ|Hi:yà:kwe:nv̌:na.|Let you be wrapping him, it (Let you...)
73050-2-vsecondimpertone|ᎯᏇᏅᎾ|Hi:kwe:nv̌:na.|Let you be wrapping him, it (Let you...)
73050-1-vthirdinftone|ᎤᏩᏇᏅᏗ|Uwa:kwe:nvhdi.|For him to be wrapping him, it (For him to...)
73050-1-vthirdpasttone|ᎤᏩᏇᏅᏅᎢ|Ù:wa:kwe:nv:hnv̌:ɂi.|He did wrapp him, it (He did...a while ago)
