"id","entrytone","nounadjpluraltone","vfirstprestone","vsecondimpertone","vthirdinftone","vthirdpasttone","vthirdprestone","definitiond"
73468,"ka.2na.2lu2sgv4?i","","","","","","","uphill"
73469,"ka.2na23lv.3?i.2sdi","","","","","","","anger"
73470,"ka.2na23lv3sdi.2ha","","ji1na23lv3sdi.2ha","hi1na23lv3sda","u2hna23lv3sdoh2di","u1hna23lv3sta.2nv23?i","ka.2na23lv3sdi2sgo3?i","he's making him angry"
73471,"ka.2na.?2ne23sgi","","","","","","","spider"
73472,"ka.2na32sa.?2dv4?i","de2ka.3na32sa.?2dv4?i","","","","","","his toe"
73473,"ka.2na32sde2dli.3ha","","ji1na32sde2dli.3ha","hi.2hna1sde23dla","u2hna1sdehl23di","u1hna32sde2dlv2hv23?i","ka.2na32sde2dli23sgo.3?i","he's rooting it out"
73474,"ka.2na1sdehl23di","di.2ka.2na1sdehl23di","","","","","","pick"
73475,"ka.2na.2wo32ga","","ji1na.2wo32ga","hi.2hna.2wo1gi","u2hna.2wo.2sdi","u1hna.2wo32jv23?i","ka.2na.2wo32go3?i","he's cold"
73476,"ka.2ne3ga","","ji1ne3ga","hi.2hne1gi","u2hne.2sdi","u1hne3jv23?i","ka.2ne3go3?i","1. he's speaking  2. he's answering"
73477,"ka.2ne3gwa.2di.3ha","","ji1ne3gwa.2di.3ha","hi.2hne1gwa.3da","u2hne1gwa.2tdi","u1hne3gwa.2dv2hv23?i","ka.2ne3gwa.2di23sgo.3?i","he's prying it"
73478,"ka.2neh2gwo3?a","","ji1neh2gwo3?a","hi.2hneh2gwo1ja","u2hneh2gwo1sdi","u1hneh2gwo3?v23?i","ka.2neh2gwo3sgo3?i","he's accumulating it, he's increasing it"
73479,"ka.2neh2gwo3ga","","","hi.2hneh2gwo1gi","u2hneh2gwo.2?i.3sdi","u1hneh2gwo3jv23?i","ka.2neh2gwo3go3?i","it's accumulating, it's increasing"
73480,"ka.2ne3?i.2sdi.3ha","","ji1ne3?i.2sdi.3ha","hi.2hne.2?i.2sda","u2hne.2?i.2sdoh3di","u1hne3?i.2sda.3nv3?i","ka.2ne3?i.2sdi23sgo.3?i","he's mentioning it"
73481,"ka.2ne3sa.2hla","","","","","","ka.2ne3sa.2hlo3?i","it's contaminated (by visible foreign matter)"
73482,"ka.2ne3sa.2hlv.3sga","","ji1ne3sa.2hlv.3sga","hi.2hne1sa.2hlv1ga","u2hne1sahl3di","u1hne3sa.2hla.3nv3?i","ka.2ne3sa.2hlv.3sgo.3i","he's contaminating it (with visible foreign matter)"
73483,"ka.2ne1sa.3?i","di.2ka.2ne1sa.3i","","","","","","box"
73484,"ka.2ne23sda32hla.2hv4?i","de23ka.3ne23sda32hla.2hv4?i","","","","","","nest"
73485,"ka.2ne1sga","","","","","","","hay"
73487,"ka.2ni.2ge4ni","di.2ka.2ni2ge4ni","","","","","","his knee"
73488,"ka.2ni.2hlv.3sga","","ji1ni.2hlv.3sga","hi1ni.2hlv1ga","u2hnihl2di","u1hni.2hla.3nv3?i","ka.2ni.2hlv.3sgo.3?i","he's collecting from him"
73489,"ka.2ni.2kwsa","","","","","","","rat"
73490,"ka.2no2ge","di.2ka.2no2ge","","","","","","1. arm, 2. wing"
73491,"ka.2no2ge4ni","di.2ka.2no2ge4ni","","","","","","1. his arm, 2. its wing"
73492,"ka.2no2he23da","","","","","","","1. news, 2. gospel"
73493,"ka.2no2he.3ha","","ji1no2he.3ha","hi.2hno2hv23la","u2hno2heh2di","u1hno2he23hlv3?i","ka.2no2he23sgo.3?i","he's telling it"
73494,"ka.2no23hi3ya.2?ha","","ji1no23hi3ya.2?a","hi1no2hi23ya, hi.2hno2hi23ya","u2hno23hi3ya1sdi","u1hno23hi3yv23?i","ka.2no23hi3ya1sgo3?i","he's omitting him, it"
73495,"Ka.2no23hi3ye4gi","","","","","","","Passover supper"
73496,"ka.2no3ye.2ha","","ji1no3ye.2ha","hi1no2yv23la, hi.2hno2yv23la","u2hno2yeh3di","u1hno3ye2hv23?i","ka.2no3ye2sgo3?i","he's fanning him, it"
73497,"kan2sda.2ji","","","","","","","sassafras"
73498,"ka.2nu1ga.2hli","","","","","","","blackberries"
73499,"ka.2nu2na","","","","","","","bullfrog"
73500,"ka.2nu3yo2la.3di.3?a","","----","----","u2hnu1yo23la.3di1sdi","u1hnu3yo2la.?3dv23?i","ka.2nu3yo2la.3di32sgo3?i","it's misting"
73501,"ka.2nv3so2lv23sdi.3ha","","ji1nv3so2lv23sdi.3ha","hi.2hnv1so2lv23sda","u2hnv1so23lv3sdoh2di","u1hnv3so2lv23sta.3nv23?i","ka.2nv3so2lv23sdi3sgo3?i","he's straining it"
73502,"ka.2nv3su2lv4?i","de23ka.3nv3su2lv?i","","","","","","room"
73503,"ka.2nv23wi.3?a","","ji1nv23wi.3?a","hi1nv2wv1ga, hi.2hnv2wv1ga","u2hnv23wo32di","u1hnv23wa32nv23?i","ka.2nv23wi32sgo3?i","1. he's curing, doctoring him, 2. he's soldering, welding it"
73504,"Ka.2wo2hni","","","","","","","April"
73505,"ka2wo2la.2de3?a","","ga.?2wo2la.2de3?a","ha.2hwo2la.2da.2gi","u2hwo2la.2de1sdi","u1hwo2la.2de3sv23?i","ka.2wo2la.2de3sgo3?i","he's breathing"
73506,"ka.2wo23nu","","","","","","","duck"
73507,"ka.2yv2so4li","","","","","","","his nose"
73508,"kde3ga","","ji2yv1de3ga","hi2yv1de1gi","uwh2de2?i.3sdi","uwh1de3jv23i","kde3go3?i","he's parting with him (in death)"
73509,"kdi.3ha","","gv1di.3ha","hvh2da","uwh2doh3di","uwh1ta.2nv3?i","kdi23sgo.3?i","he's using it"
73510,"kdla.2di.3?ha","","gv1dla.2di.3?a","hvh2dla.2da","uwh2dla.2di1sdi","uwh1dla.3dv23?i","kdla.2di32sgo.3?i","he's putting out a fire, a light"
73511,"kdli.3ha","","gv1dli.3ha","hvh2dla","uwh2dlvh2di","uwh1dlv2hv23?i","kdli23sgo.3i","he's sharpening it"
73512,"kdlo2sga","","----","hvh2dlo23hi","uwh2dlo2hi.2sdi","uwh1dlo2sv23?i","kdlo2sgo3?i","it (fire, light) is going out"
73513,"kdv3?v.2sga","","gv1dv3?v.2sga","hvh2dv.2?v1ga","uwh2dv1di","uwh1dv3nv23?i","kdv3?v.2sgo3?i","He's putting it (flexible object) into a fire"
73514,"-ke","","","","","","","or (see Gram. I D)"
73515,"ke.2la.3di3do1ha","","ge.2la.2di3do1ha","he.2la2di23da","u2hwe.2la.3di3da1sdi","u1hwe.2la.2di3do1lv23?i","ke.2la.3di3do1ho3?i","He's mingling with a group"
73516,"ke4li","a.3hne.2li","","","","","","member"
73517,"ke23mi.3li","","","","","","","camel"
73518,"ki.2hlv.3sga","","gv.2?i.2hlv.3sga","hv.2hi.2hlv1ga","u2hwihl2di","u1hwi.2hla.2nv3?i","ki.2hlv.3sgo.3?i","he's linking it"
73519,"ki.2la","","","","","","","later"
73520,"ki.2la4","","","","","","","1. early in, 2. not long ago"
73521,"ki.2la.3gwu","","","","","","","pretty soon"
73522,"ki.2la.3gwu i.2yv4da","","","","","","","immediately"
73523,"ki.2lo4","","","","","","","someone"
73524,"ki.2yu32ga","","","","","","","chipmunk"
73525,"kja.2gv.3?v.2sga","","ji2yv1ja.2gv.3?v.2sga, jiyh1ja.2gv.3?v.2sga","hi2yv1ja.2gv1hya, hvh2ja.2gv.2?v1ga","uwh2ja.2gv1di","uwh1ja.2gv32nv23?i","kja.2gv.3?v.2sgo3?i","he's shaking a flexible object"
73526,"Ko2de4sgi, A.2ko2de4sgi","A.2ni2ko2de4sgi","","","","","","Spade"
73527,"ko3ga","","","","","","","crow"
73528,"ko1hi4","","","","","","","a while ago"
73529,"ko1hi32yv4?i","","","","","","","later, after a while"
73530,"ko23la","","","","","","","bone"
73531,"ko1sdu","","","","","","","1. ashes, 2. dust"
73532,"ko1sdu2ha4?i","a.2ni2ko1sdu2ha4?i, di2ko1sdu2ha4?i","","","","","","dusty"
73533,"kto3?a","","----","ha.2to3?esdi","----","----","kto3?o3?i","it (long object) is hanging"
73534,"kto3sa.2di.3?a","","ga1to3sa.2di.3?a","ha.2to1sa.2da","uwh2to1sa.2di1sdi","uwh1to3sa.2dv23?i","kto3sa.2di32sgo3?i","he's hanging up a long object"
73535,"ku.2wa","","","","","","","mulberries"
73536,"ku.2wa.3ju3ne2ga","","","","","","","sycamore"
73537,"ku.2wa2ya","","","","","","","huckleberries"
73538,"Ku.2wa2yo4?i","","","","","","","Pryor"
73539,"Ku.2ye2gwo23na","","","","","","","July"
73540,"kv23hli","","","","","","","raccoon"
73541,"kv2hni.3ge1sv4?i","","","","","","","in view"
73542,"kwa.2na","","","","","","","peach"
73543,"kwan2da.3yo23ha","","","","","","","cobra"
73544,"kwa.2nun3sdi.2?i","","","","","","","plum"
73545,"lo2lo","","","","","","","locust, (cicada)"
73546,"n-","","","","","","","1. lateral position, 2. already, 3. reference to previously noted action (see Gram. I, A)"
73547,"-n-","","","","","","","plural (see Gram. I, B)"
73548,"na","","","","","","","here"
73549,"na","","","","","","","that, those"
73550,"-na","","","","","","","and what about ____? (see Gram. II, B)"
73551,"na1hi.2yu4?i","","","","","","","then"
73552,"na1ni3?a","","no1ji3?a","ni1ji3?e3sdi","----","----","na1ni3?o3?i","there are, (a number of three or more must be specified)"
73553,"na.2?v","","","","","","","near, close"
73554,"-nei","","","","","","",""
73555,"ne23wa.2da","","","","","","","hominy"
73556,"ni","","","","","","","look!"
73557,"ni-","","","","","","","see n-"
73558,"ni.2ga4da","","","","","","","all"
73559,"ni.2ga.2we.2?a","","ni.2ji.2we.2?a","hni.3wi","i.2yu3we1sdi","nu1we1sv23?i","ni.2ga.2we1sgo3?i","1. he's saying it  2. it's barking, meowing, whinnying, cooing, etc"
73560,"ni.2go23hi3lv4?i, ni.2go23lv","","","","","","","always"
73561,"ni.2gvnh3de3?a","","ni.2gvnh3de3?a","hnvnh3da.3gi","i.2yu.3wanh1de1sdi","nu1wanh3de3sv23?i","ni.2gvnh3de3sgo3?i","he's taking it off"
73562,"ni.2gvnh3di.3ha","","ni.2gvnh3di.3ha","hnvnh3da","i.2yu.3wanh1doh3di","nu1wanh3ta.2nv3?i","ni.2gvnh3di23sgo.3?i","he's putting it on"
73563,"ni.2hi","","","","","","","you"
73564,"ni.2kv4?i","","","","","","","all over, everywhere"
73565,"no23gwu","","","","","","","now"
73566,"no23gwu.3le","","","","","","","and then"
73567,"noh2ji","","","","","","","pine"
73568,"no.2kwsi","","","","","","","star"
73569,"no2ya, no2yi","","","","","","","sand"
73570,"nu23da.3le4?i","","","","","","","different"
73571,"nu2danh3tv4na","nu23na.3danh2tv4na","","","","","","insane, without a mind"
73572,"nu1hli23sdv4?i","","","","","","","as quickly as possible"
73573,"nu4la","","","","","","","hurry"
73574,"nu23la","","","","","","","come here"
73575,"nu23na","","","","","","","potato"
73576,"nu1wanh3di","","na1gwvnh3di","ni.2jvnh3de3sdi","----","nu1wanh3dv23?i","nu1wanh3do3?i","He has something on (objects)"
73577,"Nu23ya3gi","","","","","","","New York"
73578,"nv2da","","","","","","","sun, moon"
73579,"Nv2da.2de23gwa","","","","","","","November"
73580,"nv2da di2se.3sdi","","","","","","","calendar"
73581,"nv23da3gi","","","","","","","Texas"
73582,"nv2do4hi","","","","","","","on the moon, sun"
73583,"nvh2gi","","","","","","","four"
73584,"nvh2gi2ne4?i","","","","","","","fourth"
73585,"Nvh2gi2ne4 I?2ga","","","","","","","Thursday"
73586,"nv2no23hi","","","","","","","road"
73587,"nvwh2to2hi2ya.2da","","","","","","","peace"
73588,"nv2wo32ti","","","","","","","medicine"
73589,"nv2wo32ti a.2da3hi.2hi","","","","","","","poison liquid medicine, (not to be swallowed)"
73590,"nv1ya","","","","","","","rock"
73591,"nv1ya a.2tv2da1nv4?i","nv1ya di2tv2da1nv4?i","","","","","","brick"
73592,"nv1yo4hi","","","","","","","rocky"
73593,"o-","","","","","","","exclusive (see Gram. I, B)"
73594,"-o-","","","","","","","repeatedly (see Gram I, C)"
73595,"o1da.2lv4?i","do1da.2lv4?i","","","","","","mountain"
73596,"O2ga.2la2ho23ma","","","","","","","Oklahoma"
73597,"o2ga.2na","","","","","","","groundhog"
73598,"o2gi.2nv23sa","","","","","","","1. ourselves (he and I), 2. one another, each other (see Gram. III, A)"
73599,"o2gv23sa","","","","","","","1. ourselves, (they and I), 2. one another, each other (see Gram. III, A)"
73600,"o2hla","","","","","","","soap"
73601,"-ohn-","","","","","","","completive (see Gram. I, C)"
73602,"o2hni","","","","","","","after"
73603,"o2hni di3dla","","","","","","","behind, towards the back"
73604,"-oi","","","","","","","habitual (see Gram. I, D.)"
73605,"-oi","","","","","","","past perfect (see Gram. I D)"
73606,"o4sda","","","","","","","1. adj. good., 2. adv. Well"
73607,"o4sda ka.2no2he23da","","","","","","","gospel (good news)"
73608,"o2si3","","","","","","","fairly well"
73609,"o3si","","","","","","","stove"
73610,"o3si a.2da2sdayh1di4?i","","","","","","","cook stove, range"
73612,"o3si a.2ga2na.2wo2hi.2sdi4?","","","","","","","heating stove"
73613,"o2si23gwu","","","","","","","all right, just fine"
73614,"o2si.3yo","","","","","","","hello"
73615,"o.2wa23sa","","","","","","","oneself (see Gram. III, A)"
73616,"sa.2dv3di","di2sa.2dv3di","","","","","","trap"
73617,"sa1gwu4","","","","","","","one"
73618,"sa.2ko23ni.3ge4?i","di2sa.2ko23ni.3ge4?i","","","","","","blue"
73619,"sa.2li","","","","","","","persimmon"
73620,"sa.2li.3gu3gi","","","","","","","snapping turtle"
73621,"sa.2lo23li","","","","","","","squirrel"
73622,"sa2sa","","","","","","","goose"
73623,"sda4ya, sda4yi","","","","","","","hard, difficult"
73624,"sde2yi.3da","","","","","","","rope"
73625,"-sdi","","","","","","","instrumental (see Gram. I, D)"
73626,"sdi23ki.2da","","","","","","","a little"
73627,"sdu1di","di2sdu1di","","","","","","door, gate"
73628,"sdu.2?i3sdi","di2sdu.2?i3sdi","","","","","","key"
73629,"sdv23sa","","","","","","","1. yourselves (you two) 2. one another, each other (see Gram. III, A)"
73630,"Se23da.3ni","","","","","","","Satan"
73631,"se23di","","","","","","","walnut"
73632,"se23la.3gwo2ya","","","","","","","green snake"
73633,"se23lu","","","","","","","corn"
73634,"se23lu anh2ta.2sgi1sgi","","","","","","","popcorn"
73635,"se23lu i2sa","","","","","","","corn meal"
73636,"se23lu u2da","se23lu ju2da","","","","","","corncob"
73637,"sgi.3dv4, v1sgi.3dv4","","","","","","","yes, that's it"
73638,"sgo23hi","","","","","","","ten"
73639,"sgo2hi2ne4?i","","","","","","","tenth"
73640,"sgo23hi.3tsgwa","","","","","","","one hundred"
73641,"sgwa1hle4sdi, sgwa1tle4sdi","di2sgwa1hle4sdi, di1sgwa1tle4sdi","","","","","","ball"
73642,"Sgwa23ni.3je1sdv4?i","","","","","","","New Mexico"
73643,"sgwe2hnv4?i","di2sgwe2hnv1?i","","","","","","fist"
73644,"sgwu3, v1sgwu3","","","","","","","also"
73645,"-si","","","","","","","or else (see Gram. I, D)"
73646,"si","","","","","","","wait"
73647,"si","","","","","","","yet, still"
73648,"si4ga","","","","","","","one day"
73649,"si.2gi.2gi","","","","","","","katydid"
73650,"si23gwu","","","","","","","again, more"
73651,"sih2gwa","","","","","","","pig"
73652,"si23hnv","","","","","","","than"
73653,"si2nv4da","","","","","","","one month"
73654,"-sisi","","","","","","","duplicative (see Gram. I, C)"
73655,"sko.2ni","","","","","","","opposite side (of a body of water)"
73656,"sko.2ni23yi","","","","","","","overseas"
73657,"so23gwi.3li","","","","","","","horse"
73658,"so23gwi.3li di.2ga.?2le23nv3hi2da","so23gwi.3li di2ni?2le23nv3hi2da","","","","","","donkey, mule"
73659,"so.2hi","","","","","","","hickory nut"
73660,"so.3hne23la","","","","","","","nine"
73661,"so.3hne2li2ne4?i","","","","","","","ninth"
73662,"so.3?i","di23so.3?i","","","","","","1. another 2. an additional one (singular form)"
73663,"so.2?i23yi","","","","","","","in the next room"
73664,"su2da.2le4gi","","","","","","","one topic, one matter"
73665,"su23da.3li","","","","","","","six"
73666,"su2da.2li2ne4?i","","","","","","","sixth"
73667,"su2de2ti.2yv4da","","","","","","","period of one year"
73668,"su1ge23da","","","","","","","dough"
73669,"suh3di","di2suh3di","","","","","","fishhook"
73670,"su2hli2lo4da","","","","","","","a unit of measure (one acre, one bushel, one gallon, one hour, one mile, one yard)"
73671,"su2li","","","","","","","buzzard"
73672,"su.2na3le4?i, si.2na3le1?i","","","","","","","tomorrow"
73673,"su.2na3le4?i di3dla","","","","","","","toward morning (a.m.)"
73674,"su.2na3le4?i sv2hi.2ye4ye","","","","","","","tomorrow evening"
73675,"su2sv23hi.2da","","","","","","","overnight"
73676,"sv2do2ni","","","","","","","1. barrel 2. tub"
73677,"sv1gi","","","","","","","onion"
73678,"sv2hi","","","","","","","yesterday"
73679,"sv2hi su.2na3le4?i","","","","","","","yesterday morning"
73680,"sv2hi sv2hi.2ye4yi","","","","","","","yesterday evening"
73681,"sv2hi u.2sv1?i","","","","","","","night before last"
73682,"sv2hi.2ye4yi","","","","","","","in the evening"
73683,"sv23kta","","","","","","","apple"
73684,"sv2na.2do23da.2gwa1sdi","","","","","","","one week"
73685,"sv2no23yi","","","","","","","at midnight"
73686,"ta.?3li","","","","","","","two"
73687,"ta.?2li2ne4?i","","","","","","","second"
73688,"Ta.?2li2ne4 I2ga","","","","","","","Tuesday"
73689,"ta.2lu2gi1sgi","","","","","","","1. can  2. metal  3. steel  4. tin"
73690,"ta.2lu2gi1sgi di.2ka2nv2wi4sgi","ta.2lu2gi4sgi di2ni2hnv2wi4sgi","","","","","","welder"
73691,"ta.2lu2gi1sgi di.2ka.2nv23wo1doh2di","","","","","","","1. solder  2. welding rod"
73692,"ta.2lu23ja","di2ta.2lu23ja","","","","","","basket"
73693,"ta.2ma2hli","","","","","","","tomato"
73694,"ta.2wo23di","","","","","","","hawk"
73695,"teh2ga","","","","","","","toad"
73696,"ti.2na","","","","","","","louse"
73697,"ti.2yo23ha.?3li","","","","","","","lizard"
73698,"tlv23de3gwa","","","","","","","eel"
73699,"to1hi4","","","","","","","well (health)"
73700,"to1hi4gwu","","","","","","","just fine"
73701,"to4?i","","","","","","","motionless"
73702,"to1ju23hwa","","","","","","","redbird"
73703,"to23la.3tsga","","","","","","","grasshopper"
73704,"tsgi.2li","a.2ni2tsgi.2li","","","","","","ghost"
73705,"tsgo23ya","","","","","","","bug"
73706,"tsgwa.2le3gwa.2la","","","","","","","whippoorwill"
73707,"tsgwi4sdi","u2ni2tsgwi4sdi","","","","","","a lot, many"
73708,"tu2le23ji","","","","","","","tonsils"
73709,"tu.2sdi","","","","","","","boil (sore)"
73710,"tu23ya","","","","","","","beans"
73711,"tvh2ga","","","","","","","housefly"
73712,"u-","","","","","","","third person subject (see Gram. I, B)"
73713,"u1da2do23li32sdi","","a1gwa.2da2do23li32sdi","ja.2da2do23li32sde3sdi","u2da2do2li1sdoh3di","u1da2do23li32sdv23?i","u1da2do23li32sdo3?i","he's praying"
73714,"u1da2ge2yu3ha","","a1gwa.2da2ge2yu.3ha","ja.2da2ge2yu3se3sdi","u2da2geyh2di","u1da2ge2yu3sv23?i","u1da2ge2yu3so3?i","he loves"
73715,"u2da2hni23la3ge3?i","u2na.2da2hni23la.3ge3?i","","","","","","ordained minister"
73716,"u2da2hni23la.3ge3?i","u2na.2da2hni23la.3ge3?i","","","","","","oldest member of family"
73717,"u2da23ja.2tdi","u2na.2da23ja.2tdi","","","","","","reckless"
73718,"u2da.2le.2?hi","","","","","","","bad omen"
73719,"u2da.2li.2?i","ju2na.2da.2li.2?i","","","","","","his wife"
73720,"u2da2lv4kwdi","u2na.2da2lv4kwdi","","","","","","snobbish"
73721,"u2da23na.?2ni","u2na.2da23na.?2ni","","","","","","store owner"
73722,"u1da.2ne3go2yu3ha","","a1gwa.2da.2ne3go2yu.3ha","ja.2da.2ne3go2yu3se3sdi","-----","u1da.2ne3go2yu3sv23?i","u1da.2ne3go2yu3so3?i","it's wrinkled"
73723,"u1da.2ne2hv4?i","du1da.2ne2hv4?i","","","","","","puddle"
73724,"u2danh2do","","","","","","","his heart"
73725,"u1danh2ta","","a1gwa.2danh2ta","ja.2danh2te3sdi","u2danh2da.2di1sdi","u1danh2tv23?i","u1danh2to3?i","he feels"
73726,"u2danh4ti","u2na.2danh4ti","","","","","","1. friendly 2. gentle 3. pleasant"
73727,"u2danh2ti2sa.2hnv4?i","u2na2danh2ti2sa2hnv4?i","","","","","","tamed"
73728,"u2da.2nv2ga.2lv4da","ju2na.2da.2nv2ga.2lv4da, ju2da.2nv2ga.2lv4da","","","","","","clean"
73729,"u2da.2nv2hi4da","","","","","","","a long distance"
73730,"u1da.2nv2hnv4?i","du1da.2nv2hnv4?i","","","","","","row"
73731,"u2da2sdv23di32sdi","","","","","","","punishment"
73732,"u1da23wa.3di32sgv4i","du1da23wa.3di32sgv4?i","","","","","","in the shade"
73733,"u1da.2yv2la3ta","","a1gwa.2da.2yv2la.3ta","ja.2da.2yv2la.2te3sdi","u2da.2yv2la.2tdi","u1da.2yv2la.2tv23?i","u1da.2yv2la.2to3?i","it's in view"
73734,"u1de3ga","","a1gwa.2de3ga","ja.2du1ga","u2di23nv32di","u1di23nv32sv23?i","u1de3go3?i","1. he's throwing it 2. he's pitching (ball)"
73735,"u2de4gi","u2na.2de4gi","","","","","","pitcher (ball)"
73736,"u2de2ho23hi2sdi","","","","","","","embarrassment"
73737,"u2de.2ho23sa.2ti","u2na.2de2ho23sa.2ti","","","","","","bashful"
73738,"u1de2li23sga3lv2hv4?i","du1de2li23sga.3lv2hv4?i","","","","","","ditch"
73739,"u1de2ti.2yi.3ha","","a1gwa.2de2ti.2yi.3ha","ja.2de2ti.2ya","u2de2tiyh2di","u1de2ti.2yv2hv23?i","u1de2ti.2yi23sgo.3?i","he's having a birthday"
73740,"u2di1gwa.2lv2de3yi.2da","ju2di1gwa.2lv2de3yi.2da","","","","","","bolt, screw"
73741,"u1di2hleh3ga","","-----","ja.2di2hleh2ge3sdi","-----","u1di2hleh2gv23?i","u1di2hleh2go3?i","it's hot"
73742,"u1di2hle.3hv.3sga","","a1gwa.2di2hle.3hv.3sga","ja.2di2hle.2hv.2hi","u2di2hle.3hv.3sdi","u1di2hle.3hv.3sgv3?i","u1di2hle.3hv.3sgo3?i","he has a fever"
73743,"u1di2sga.3hla","","a1gwa.2di2sga.3hla","ja.2di2sga.2hle3sdi","u2di2sgahl2di","u1di2sga.2hlv23?i","u1di2sga.2hlo3?i","he's in hiding"
73744,"u1diw32sga","","a1gwa.2diw32sga","ja.2di1hwi","u2di1hwi.3sdi","u1diw32sv23?i","u1diw32sgo3?i","he's getting well"
73746,"u1di3yv2da.?3dv4?i","-----","","","","","","his navel"
73747,"u1dla.2nv2da","","-----","-----","-----","u1dla.2nv2dv23?i","u1dla.2nv2do23?i","there's an opening"
73748,"u1dla.2nv2da.?de.2ha","","a1gwa.2dla.2nv2da.?3de.2ha","ja.2dla2nv2da.2di1si","u2dla.2nv2da.?2deh3di","u1dla.2nv2da.?3de2lv23?i","u1dla.2nv2da.?3de2ho3?i","he has time"
73749,"u1dla32si2tv3?e2ha","","a1gwa.2dla32si2tv3?e2ha","ja.2dla1si2tv1si","u2dla1si2tv3?e2hdi","u1dla32si2tv3?e2lv23?i","u1dla32si2tv3?e2ho3?i","he's disbelieving"
73750,"u2dla1si23tv.3?e4hi","u2na.2dla1si23tv.3?e4hi","","","","","","nonbeliever"
73751,"u1dle3ga","","a1gwa.2dle3ga","ja.2dle1gi","u2dle.2?i.3sdi","u1dle3jv23?i","u1dle3go3?i","he's taking revenge"
73752,"u.2dli","","","","","","","away from"
73753,"u1dli3?a.2da","","a1gwa.2dli3?a.2da","ja.2dli3?a.2de3sdi","-----","u1dli3?a.2dv23?i","u1dli3?a.2do3?i","he's wearing an earring"
73754,"u2dlo23na1sdi","u2na.2dlo23na1sdi","","","","","","hypocrite"
73755,"u2dlo1si2nv23da","","","","","","","dewberries"
73756,"u2dlv2da.2lv4da","ju2dlv2da.2lv4da","","","","","","splinter"
73757,"u1dlv3ga","","a1kdlv3ga","tsdlv1gi","u2dlv.2?i.3sdi","u1dlv3gv23?i","u1dlv3go3?i","he's sick"
73758,"u2dlv4gi","ju2ni2dlv4gi","","","","","","patient, sick person"
73759,"u2dlv4kwdi","u2na.2dlv4kwdi","","","","","","sophisticated"
73760,"u2do","ju2do","","","","","","1. his sister  2. her brother"
73761,"u2do2da","-----","","","","","","his father"
73762,"u2do23da.2gwa.2da","","","","","","","all day"
73763,"U1do23da.3gwa1sgv4?i,U1na.2do23da.3gwa1sgv4?i","","","","","","","Sunday"
73764,"U2do23da.3gwi2de4na, U1(na.2)do23da.3gwi2de4na",,,,,,,"Saturday"
73765,"u1do23da.3gwi2di3sv4?i","","","","","","","during the day"
73766,"U2do23da.3gwo.2hnv4?i, U2na.2do23da.3gwo.2hnv4?i","","","","","","","Monday"
73767,"u2do2hi.2yu4","","","","","","","really, very"
73768,"u2du1du","","","","","","","his grandfather (maternal)"
73769,"u1du.3ha","","a1gwa.2du.3ha","ja.2du3se3sdi","u1duh2di","u1du3sv23?i","u1du3so3?i","he's standing in liquid"
73770,"u2du2ji","ju2du2ji","","","","","","his uncle"
73771,"u1du2li.3ha","","a1gwa.2du2li.3ha","ja.2du23la","u2duhl2di","u1du2lv2hv23?i","u1du2li23sgo.3?i","he wants it"
73772,"u1dv2nv3?i2sdi","","a1gwa.2dv2nv3?i.2sdi","ja.2dv2nv3?i.2sde3sdi","-----","u1dv2nv3?i.2sdv23?i","u1dv2nv3?i.2sdo3?i","he's willing"
73773,"u2ga.2lo23ga","ju2ga.2lo23ga","","","","","","leaf"
73774,"u23ga.3ma","","","","","","","soup"
73775,"u2ga.2na4sda","u2ni2ga.2na4sda","","","","","","sweet"
73776,"u2ga23na.2wa","","","","","","","warm"
73777,"U2ga23na.2wa","U2ni2ga23na.2wa",,,,,,"Democrat"
73778,"U1ga2na.2wo2sga","","a1gi.2ga2na.2wo2sga","ja.2ga2na.2wo23hi","u2ga2na.2wo2hi.2sdi","u1ga2na.2wo2sv23?i","u1ga2na.2wo2sgo3?i","1. he's becoming warm  2. he's warming himself"
73779,"u1ganh2da.?3dv4?i","du1ganh2da.?3dv4?i","","","","","","page"
73780,"u1ge2yu.3ha","","ji2ge2yu3?a, a1gi.2ge2yu.3ha","hi2ge2yu3se3sdi, ja.2ge2yu3se3sdi","u2geyh2di","u1ge2yu3sv23?i","u1ge2yu3so3?i","1. he's possessive of her, it  2. he loves her"
73781,"u2ge2yu23hna.2?i","u2ni2ge2yu23hna.2?i","","","","","","possessive stingy person"
73782,"u2gi1da.3hli","ju2gi1da.3hli","","","","","","feather"
73783,"U2gi.2jv4da i.2yv4?i","","","","","","","next morning"
73784,"u2gi.2tsde4yi","","","","","","","dawn"
73785,"u1go32di","","","","","","","more"
73786,"u23go1di","u2ni3go1di","","","","","","much, a lot of"
73787,"u1go2hni23yo32ga","","a1gi.2go2hni23yo32ga","ja.2go2hni2yo1gi","u2go2hni23yo.3sdi","u1go2hni23yo32jv23?i","u1go2hni23yo32go3?i","he's late"
73788,"u1go2sga","","a1gi.2go2sga","ja.2go23hi","u2go2hi.2sdi","u1go2sv23?i","u1go2sgo3?i","1. it's decaying  2. it's spoiling"
73789,"u2go23si.2da","u2na.2go23si.2da","","","","","","rotten"
73790,"u2gu1ku","u2ni2gu1ku","","","","","","hoot owl"
73791,"u2gv23ha.2hli","u2na.2gv23ha.2hli","","","","","","part"
73792,"u1gv2wi.2yu.3ha","","","","","","","instead"
